optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 19, 14, 7, 10, 9, 13, 12, 6, 16, 8, 15, 3, 2, 20, 5, 11, 18, 4, 17, 1}",3.572040,"{1, 19, 7, 10, 9, 13, 12, 6, 16, 15, 3, 2, 20, 8, 5, 14, 11, 18, 4, 17, 1}",3.663930,0.025725,0.046538
"{1, 2, 14, 7, 13, 19, 20, 3, 18, 5, 12, 9, 4, 10, 17, 8, 15, 11, 16, 6, 1}",4.031917,"{1, 2, 14, 7, 13, 19, 20, 4, 3, 18, 5, 12, 9, 10, 17, 8, 15, 11, 16, 6, 1}",4.278684,0.061204,0.046856
"{1, 9, 14, 8, 3, 6, 12, 13, 5, 20, 7, 4, 17, 18, 16, 19, 2, 15, 10, 11, 1}",3.810128,"{1, 11, 10, 15, 16, 18, 19, 2, 17, 4, 7, 20, 5, 13, 12, 6, 3, 8, 14, 9, 1}",3.840389,0.007942,0.046770
"{1, 7, 12, 3, 11, 14, 13, 2, 19, 5, 20, 8, 17, 9, 15, 10, 18, 16, 4, 6, 1}",3.945343,"{1, 6, 4, 16, 18, 10, 15, 9, 17, 8, 20, 5, 19, 2, 13, 14, 11, 3, 12, 7, 1}",3.945343,0.000000,0.046676
"{1, 8, 5, 13, 6, 20, 3, 7, 19, 12, 10, 2, 9, 11, 15, 17, 4, 14, 16, 18, 1}",3.628117,"{1, 18, 16, 14, 4, 17, 15, 11, 9, 2, 10, 12, 19, 7, 3, 20, 6, 13, 5, 8, 1}",3.628117,0.000000,0.046619
"{1, 10, 7, 9, 17, 19, 6, 4, 15, 3, 20, 14, 8, 12, 2, 18, 13, 16, 5, 11, 1}",4.304870,"{1, 11, 5, 16, 13, 18, 2, 12, 8, 14, 20, 3, 15, 4, 6, 19, 17, 9, 7, 10, 1}",4.304870,0.000000,0.046744
"{1, 4, 10, 13, 19, 2, 18, 7, 6, 14, 12, 5, 8, 17, 16, 3, 11, 15, 9, 20, 1}",3.380518,"{1, 10, 3, 6, 7, 13, 19, 2, 18, 14, 12, 5, 8, 17, 16, 11, 15, 9, 4, 20, 1}",3.786162,0.119994,0.046903
"{1, 4, 15, 17, 11, 18, 19, 12, 2, 20, 9, 6, 5, 16, 7, 8, 3, 14, 13, 10, 1}",3.925877,"{1, 4, 15, 17, 11, 18, 19, 12, 2, 20, 9, 6, 5, 16, 7, 8, 3, 14, 13, 10, 1}",3.925877,0.000000,0.046786
"{1, 18, 3, 7, 20, 15, 13, 12, 9, 11, 17, 19, 5, 6, 8, 4, 16, 14, 10, 2, 1}",4.349703,"{1, 5, 6, 8, 4, 16, 14, 10, 2, 18, 3, 7, 20, 15, 13, 12, 9, 11, 17, 19, 1}",4.527568,0.040891,0.046765
"{1, 6, 13, 8, 12, 3, 10, 18, 17, 5, 14, 15, 20, 16, 19, 11, 9, 4, 2, 7, 1}",3.858258,"{1, 7, 2, 19, 4, 9, 11, 16, 20, 15, 14, 5, 17, 18, 10, 3, 12, 8, 13, 6, 1}",3.982345,0.032161,0.046947
"{1, 17, 18, 12, 3, 16, 6, 20, 11, 4, 15, 2, 5, 10, 9, 13, 7, 14, 8, 19, 1}",4.009917,"{1, 19, 8, 14, 7, 13, 9, 10, 2, 15, 5, 4, 20, 6, 16, 11, 3, 12, 18, 17, 1}",4.017115,0.001795,0.046726
"{1, 5, 16, 6, 2, 9, 17, 8, 7, 15, 12, 10, 20, 18, 3, 19, 11, 14, 4, 13, 1}",3.867491,"{1, 13, 4, 14, 11, 19, 3, 18, 20, 10, 12, 15, 7, 8, 17, 9, 2, 6, 16, 5, 1}",3.867490,0.000000,0.047551
"{1, 15, 8, 14, 2, 19, 6, 9, 5, 13, 7, 4, 10, 18, 17, 20, 16, 3, 12, 11, 1}",3.576842,"{1, 15, 8, 9, 6, 19, 2, 14, 18, 13, 7, 5, 4, 10, 17, 20, 16, 3, 12, 11, 1}",3.813075,0.066045,0.046990
"{1, 6, 20, 17, 10, 5, 14, 8, 7, 18, 4, 3, 15, 16, 13, 11, 12, 9, 2, 19, 1}",3.177020,"{1, 6, 20, 5, 14, 8, 7, 4, 18, 10, 17, 15, 3, 16, 13, 11, 12, 9, 2, 19, 1}",3.305609,0.040475,0.046999
"{1, 13, 19, 18, 7, 14, 17, 9, 2, 10, 12, 8, 20, 16, 6, 15, 3, 11, 5, 4, 1}",4.182132,"{1, 4, 5, 11, 3, 15, 6, 16, 20, 8, 12, 10, 2, 7, 9, 17, 14, 18, 19, 13, 1}",4.247796,0.015701,0.046833
"{1, 4, 10, 15, 17, 3, 19, 9, 14, 6, 2, 13, 7, 18, 8, 5, 12, 20, 16, 11, 1}",3.470733,"{1, 11, 16, 7, 13, 20, 12, 5, 18, 8, 2, 6, 14, 9, 19, 3, 17, 15, 10, 4, 1}",3.515410,0.012873,0.046858
"{1, 11, 13, 6, 17, 3, 4, 19, 7, 14, 18, 16, 20, 10, 9, 12, 2, 8, 15, 5, 1}",3.152654,"{1, 11, 5, 2, 12, 9, 10, 20, 16, 18, 14, 7, 19, 4, 3, 6, 13, 17, 8, 15, 1}",3.170969,0.005810,0.046763
"{1, 19, 14, 15, 5, 6, 9, 20, 13, 8, 18, 4, 11, 12, 2, 3, 17, 10, 7, 16, 1}",3.969085,"{1, 16, 17, 3, 2, 12, 11, 4, 20, 13, 9, 14, 6, 15, 5, 8, 18, 10, 7, 19, 1}",4.311036,0.086154,0.046796
"{1, 15, 3, 6, 18, 17, 11, 5, 10, 9, 12, 19, 14, 2, 7, 20, 13, 4, 16, 8, 1}",3.896446,"{1, 15, 3, 6, 18, 8, 16, 4, 13, 20, 2, 14, 7, 19, 12, 9, 10, 5, 11, 17, 1}",4.164376,0.068763,0.046489
"{1, 11, 2, 7, 20, 6, 14, 5, 12, 3, 4, 18, 17, 8, 10, 9, 13, 16, 15, 19, 1}",3.803581,"{1, 16, 15, 19, 11, 2, 7, 20, 6, 14, 5, 12, 17, 18, 3, 4, 8, 10, 9, 13, 1}",3.859905,0.014808,0.046760
"{1, 16, 7, 18, 4, 20, 9, 8, 5, 11, 2, 13, 17, 12, 3, 10, 14, 6, 19, 15, 1}",4.011225,"{1, 16, 10, 14, 3, 12, 17, 13, 11, 2, 7, 5, 8, 9, 20, 4, 18, 15, 19, 6, 1}",4.181530,0.042457,0.046603
"{1, 15, 5, 19, 17, 2, 11, 9, 16, 10, 20, 6, 18, 3, 7, 14, 13, 4, 8, 12, 1}",3.760040,"{1, 15, 5, 19, 17, 2, 11, 9, 16, 10, 20, 6, 18, 3, 7, 14, 13, 4, 8, 12, 1}",3.760040,0.000000,0.046541
"{1, 2, 18, 16, 13, 11, 9, 14, 4, 17, 3, 7, 20, 12, 6, 15, 19, 10, 8, 5, 1}",4.007657,"{1, 5, 8, 10, 19, 15, 6, 12, 20, 7, 3, 17, 4, 14, 9, 11, 13, 16, 18, 2, 1}",4.007658,0.000000,0.047116
"{1, 19, 16, 3, 13, 18, 12, 10, 4, 9, 11, 6, 20, 15, 5, 14, 7, 8, 2, 17, 1}",3.665564,"{1, 17, 2, 8, 7, 14, 5, 15, 20, 6, 11, 9, 4, 10, 12, 18, 13, 3, 16, 19, 1}",3.665564,0.000000,0.046835
"{1, 3, 10, 4, 19, 14, 11, 9, 5, 2, 15, 7, 18, 13, 20, 6, 16, 12, 8, 17, 1}",3.963143,"{1, 17, 8, 12, 20, 6, 13, 18, 7, 15, 2, 5, 9, 11, 14, 19, 4, 10, 3, 16, 1}",4.035989,0.018381,0.046713
"{1, 6, 10, 9, 14, 20, 4, 18, 5, 2, 11, 3, 8, 17, 16, 12, 7, 13, 19, 15, 1}",3.640773,"{1, 6, 10, 9, 14, 20, 4, 18, 5, 2, 11, 3, 8, 17, 16, 12, 7, 13, 19, 15, 1}",3.640773,0.000000,0.046802
"{1, 12, 8, 15, 18, 17, 20, 16, 6, 4, 2, 3, 7, 14, 9, 10, 5, 13, 19, 11, 1}",4.028767,"{1, 12, 8, 15, 18, 17, 20, 16, 6, 4, 2, 3, 7, 14, 9, 10, 5, 13, 19, 11, 1}",4.028767,0.000000,0.046499
"{1, 5, 10, 9, 7, 15, 16, 12, 19, 18, 11, 6, 17, 13, 14, 20, 2, 4, 3, 8, 1}",3.463978,"{1, 5, 10, 9, 7, 15, 18, 11, 6, 17, 13, 14, 20, 2, 4, 3, 19, 12, 16, 8, 1}",3.566642,0.029638,0.047005
"{1, 5, 19, 18, 12, 14, 2, 17, 3, 16, 6, 15, 13, 9, 10, 20, 11, 8, 7, 4, 1}",4.084879,"{1, 4, 19, 5, 2, 14, 12, 18, 17, 3, 16, 6, 15, 13, 9, 10, 20, 11, 8, 7, 1}",4.138318,0.013082,0.046604
"{1, 2, 20, 4, 14, 10, 17, 11, 7, 19, 8, 13, 6, 5, 15, 16, 3, 9, 18, 12, 1}",4.205868,"{1, 11, 7, 19, 17, 15, 5, 6, 13, 8, 10, 14, 4, 2, 20, 12, 3, 16, 9, 18, 1}",4.405753,0.047525,0.046493
"{1, 10, 17, 3, 7, 5, 9, 15, 8, 12, 6, 19, 14, 11, 20, 16, 18, 13, 2, 4, 1}",3.787452,"{1, 10, 17, 3, 7, 5, 9, 14, 15, 8, 12, 6, 19, 11, 20, 16, 13, 18, 2, 4, 1}",3.827319,0.010526,0.046901
"{1, 4, 18, 16, 17, 20, 10, 6, 13, 12, 7, 15, 9, 14, 2, 8, 19, 5, 11, 3, 1}",3.643230,"{1, 3, 11, 5, 19, 2, 8, 9, 14, 7, 15, 12, 13, 6, 10, 20, 17, 16, 18, 4, 1}",3.750283,0.029384,0.046638
"{1, 20, 12, 6, 5, 14, 8, 7, 15, 17, 11, 13, 4, 9, 19, 3, 18, 10, 2, 16, 1}",3.322104,"{1, 20, 12, 6, 5, 14, 8, 7, 15, 17, 11, 13, 4, 9, 19, 3, 18, 10, 2, 16, 1}",3.322104,0.000000,0.046640
"{1, 12, 10, 18, 5, 11, 2, 13, 19, 16, 20, 4, 14, 8, 9, 15, 17, 6, 3, 7, 1}",4.277695,"{1, 12, 10, 18, 5, 11, 19, 16, 20, 4, 13, 2, 7, 17, 6, 3, 9, 8, 14, 15, 1}",4.662113,0.089866,0.046513
"{1, 16, 18, 19, 12, 15, 11, 3, 8, 4, 7, 9, 17, 20, 14, 10, 13, 2, 6, 5, 1}",3.935138,"{1, 5, 6, 15, 2, 13, 10, 14, 20, 17, 9, 7, 4, 8, 3, 11, 12, 19, 18, 16, 1}",4.063350,0.032581,0.046609
"{1, 19, 4, 18, 17, 6, 14, 16, 9, 10, 8, 20, 15, 13, 12, 11, 5, 3, 7, 2, 1}",4.271494,"{1, 19, 4, 18, 17, 6, 14, 16, 9, 10, 13, 8, 20, 15, 12, 11, 5, 3, 7, 2, 1}",4.370391,0.023153,0.046790
"{1, 17, 14, 9, 3, 4, 18, 11, 15, 7, 5, 20, 10, 19, 13, 6, 8, 16, 12, 2, 1}",3.593873,"{1, 2, 12, 16, 8, 6, 13, 19, 10, 20, 5, 7, 15, 11, 18, 4, 17, 3, 9, 14, 1}",3.704726,0.030845,0.046373
"{1, 10, 12, 3, 19, 7, 15, 14, 8, 2, 17, 18, 13, 16, 6, 5, 4, 11, 20, 9, 1}",3.637950,"{1, 9, 20, 2, 17, 11, 4, 5, 6, 16, 13, 18, 8, 14, 15, 7, 19, 3, 12, 10, 1}",3.652544,0.004012,0.046960
"{1, 15, 19, 9, 17, 2, 16, 11, 6, 12, 4, 18, 7, 14, 13, 3, 10, 20, 5, 8, 1}",3.885401,"{1, 15, 19, 6, 12, 11, 16, 2, 9, 17, 5, 20, 10, 8, 3, 13, 14, 7, 4, 18, 1}",3.942034,0.014576,0.047015
"{1, 19, 10, 15, 14, 7, 17, 4, 13, 11, 3, 16, 6, 12, 2, 8, 18, 20, 9, 5, 1}",3.997189,"{1, 9, 19, 15, 10, 20, 18, 8, 2, 12, 6, 16, 3, 5, 11, 13, 4, 17, 7, 14, 1}",4.398390,0.100371,0.046989
"{1, 20, 10, 17, 11, 15, 9, 19, 4, 8, 12, 7, 18, 5, 2, 3, 14, 13, 16, 6, 1}",4.271023,"{1, 20, 11, 17, 10, 4, 19, 8, 12, 7, 18, 3, 5, 2, 14, 13, 16, 6, 15, 9, 1}",4.588020,0.074220,0.046656
"{1, 4, 5, 17, 10, 18, 19, 14, 20, 12, 7, 8, 16, 6, 2, 15, 9, 3, 11, 13, 1}",3.868878,"{1, 11, 3, 13, 7, 12, 8, 16, 9, 15, 2, 6, 14, 19, 18, 10, 20, 17, 5, 4, 1}",4.301518,0.111826,0.046768
"{1, 2, 8, 14, 4, 12, 16, 15, 6, 11, 9, 17, 13, 5, 18, 19, 3, 20, 7, 10, 1}",3.256240,"{1, 2, 8, 14, 4, 12, 16, 15, 6, 11, 9, 17, 13, 5, 18, 19, 3, 20, 7, 10, 1}",3.256240,0.000000,0.046958
"{1, 20, 16, 18, 2, 4, 10, 17, 14, 19, 12, 15, 6, 5, 7, 13, 8, 9, 3, 11, 1}",3.889914,"{1, 11, 3, 9, 8, 13, 7, 5, 6, 15, 12, 19, 14, 17, 10, 4, 2, 18, 16, 20, 1}",3.889914,0.000000,0.046896
"{1, 20, 2, 11, 19, 15, 4, 12, 10, 9, 18, 5, 8, 13, 7, 14, 16, 3, 6, 17, 1}",3.849117,"{1, 6, 3, 17, 16, 14, 7, 13, 8, 5, 18, 9, 10, 12, 4, 15, 19, 11, 2, 20, 1}",3.857488,0.002175,0.046716
"{1, 19, 8, 17, 7, 16, 10, 9, 15, 12, 13, 6, 11, 2, 14, 18, 20, 4, 5, 3, 1}",3.853298,"{1, 19, 8, 17, 7, 16, 10, 9, 15, 12, 13, 6, 11, 2, 14, 5, 18, 20, 4, 3, 1}",3.951762,0.025553,0.047125
"{1, 2, 12, 8, 9, 10, 13, 19, 15, 17, 14, 4, 16, 18, 7, 11, 20, 6, 5, 3, 1}",4.093848,"{1, 3, 5, 6, 20, 11, 7, 18, 16, 4, 13, 14, 17, 15, 19, 10, 9, 8, 12, 2, 1}",4.150163,0.013756,0.046846
"{1, 12, 14, 3, 2, 13, 7, 9, 20, 11, 16, 17, 18, 19, 5, 8, 10, 4, 15, 6, 1}",3.644627,"{1, 12, 14, 3, 2, 13, 7, 16, 17, 18, 19, 5, 8, 10, 4, 15, 11, 20, 9, 6, 1}",3.789150,0.039654,0.046906
"{1, 15, 18, 2, 17, 14, 12, 9, 13, 8, 10, 19, 3, 20, 4, 6, 11, 7, 5, 16, 1}",3.185597,"{1, 15, 2, 17, 14, 12, 9, 13, 8, 10, 19, 3, 20, 4, 6, 11, 7, 18, 5, 16, 1}",3.318655,0.041769,0.046727
"{1, 15, 8, 9, 12, 17, 10, 3, 16, 20, 11, 19, 14, 2, 18, 7, 13, 6, 4, 5, 1}",3.659455,"{1, 5, 15, 8, 9, 12, 17, 10, 3, 16, 20, 11, 19, 14, 2, 18, 7, 13, 6, 4, 1}",3.653036,-0.001754,0.046448
"{1, 4, 2, 15, 14, 6, 20, 5, 16, 17, 18, 12, 8, 11, 9, 10, 13, 19, 7, 3, 1}",3.705475,"{1, 4, 2, 15, 14, 6, 20, 5, 16, 17, 18, 12, 8, 11, 9, 10, 13, 19, 7, 3, 1}",3.705475,0.000000,0.046841
"{1, 4, 8, 16, 12, 3, 10, 9, 19, 5, 13, 17, 15, 20, 7, 18, 6, 2, 11, 14, 1}",3.845985,"{1, 14, 11, 2, 6, 18, 9, 10, 3, 12, 19, 5, 13, 17, 15, 20, 7, 16, 8, 4, 1}",4.037785,0.049870,0.046560
"{1, 12, 4, 15, 8, 14, 11, 13, 16, 7, 6, 17, 18, 9, 3, 5, 2, 19, 20, 10, 1}",4.012097,"{1, 12, 4, 15, 8, 14, 11, 13, 16, 7, 6, 17, 18, 9, 3, 5, 2, 19, 20, 10, 1}",4.012097,0.000000,0.046586
"{1, 20, 14, 6, 4, 3, 9, 17, 15, 2, 19, 16, 10, 13, 5, 11, 7, 12, 8, 18, 1}",3.926584,"{1, 18, 8, 12, 7, 11, 5, 16, 10, 13, 9, 3, 4, 6, 17, 2, 19, 15, 14, 20, 1}",4.043187,0.029696,0.046990
"{1, 8, 16, 4, 14, 18, 19, 12, 13, 17, 20, 7, 15, 2, 5, 3, 10, 6, 11, 9, 1}",3.977354,"{1, 9, 11, 8, 16, 4, 14, 18, 19, 12, 13, 17, 20, 7, 15, 2, 5, 3, 6, 10, 1}",4.008704,0.007882,0.046627
"{1, 10, 3, 4, 12, 5, 18, 6, 14, 8, 15, 17, 7, 13, 19, 11, 16, 2, 9, 20, 1}",3.952581,"{1, 20, 9, 2, 16, 11, 19, 15, 8, 17, 14, 6, 18, 5, 12, 4, 3, 7, 13, 10, 1}",3.960785,0.002075,0.046770
"{1, 15, 2, 7, 20, 10, 9, 3, 17, 8, 6, 11, 12, 16, 14, 5, 13, 19, 18, 4, 1}",4.031694,"{1, 10, 9, 3, 17, 8, 11, 12, 6, 20, 7, 2, 16, 14, 5, 13, 19, 15, 18, 4, 1}",4.185886,0.038245,0.046887
"{1, 14, 9, 8, 10, 12, 6, 2, 15, 17, 3, 5, 4, 19, 20, 13, 7, 16, 11, 18, 1}",3.080040,"{1, 14, 9, 8, 10, 12, 6, 2, 15, 17, 3, 5, 4, 19, 20, 13, 7, 16, 11, 18, 1}",3.080040,0.000000,0.046801
"{1, 15, 3, 6, 13, 2, 11, 9, 7, 14, 19, 4, 20, 10, 12, 17, 8, 18, 5, 16, 1}",3.328587,"{1, 14, 19, 4, 7, 9, 11, 2, 13, 6, 3, 15, 18, 8, 17, 10, 20, 12, 5, 16, 1}",3.388612,0.018033,0.046837
"{1, 16, 3, 6, 15, 18, 9, 17, 13, 14, 4, 8, 5, 20, 10, 7, 12, 2, 11, 19, 1}",4.159845,"{1, 16, 3, 6, 15, 18, 9, 17, 13, 14, 4, 8, 5, 20, 10, 7, 12, 2, 11, 19, 1}",4.159845,0.000000,0.046794
"{1, 13, 7, 20, 15, 19, 9, 8, 16, 14, 10, 18, 17, 6, 3, 12, 4, 5, 11, 2, 1}",3.917801,"{1, 15, 14, 19, 9, 8, 16, 10, 18, 17, 6, 3, 12, 4, 5, 11, 2, 13, 7, 20, 1}",4.277125,0.091716,0.047141
"{1, 11, 2, 10, 12, 13, 20, 7, 3, 16, 18, 5, 19, 9, 14, 4, 15, 17, 8, 6, 1}",3.951218,"{1, 12, 13, 20, 7, 3, 16, 18, 5, 19, 9, 14, 4, 15, 17, 8, 6, 11, 2, 10, 1}",3.985939,0.008788,0.046816
"{1, 2, 9, 7, 14, 16, 20, 18, 6, 11, 3, 17, 5, 15, 19, 10, 8, 12, 13, 4, 1}",3.700006,"{1, 2, 9, 7, 14, 16, 20, 18, 6, 11, 3, 17, 5, 15, 19, 10, 8, 12, 13, 4, 1}",3.700006,0.000000,0.046546
"{1, 16, 6, 19, 4, 2, 7, 12, 11, 14, 10, 17, 9, 3, 5, 15, 18, 13, 20, 8, 1}",3.916749,"{1, 6, 19, 16, 4, 2, 7, 12, 11, 14, 10, 17, 9, 3, 5, 15, 18, 13, 20, 8, 1}",3.991288,0.019031,0.046661
"{1, 13, 5, 3, 9, 12, 7, 4, 10, 2, 15, 6, 14, 20, 19, 18, 16, 11, 8, 17, 1}",4.458923,"{1, 13, 5, 3, 9, 12, 7, 4, 10, 2, 6, 14, 20, 19, 11, 18, 16, 15, 8, 17, 1}",4.534202,0.016883,0.046714
"{1, 20, 11, 5, 10, 19, 3, 12, 2, 14, 6, 17, 13, 4, 18, 15, 16, 7, 8, 9, 1}",4.078753,"{1, 20, 11, 5, 10, 19, 3, 12, 2, 14, 6, 17, 13, 4, 18, 15, 16, 7, 8, 9, 1}",4.078753,0.000000,0.046734
"{1, 15, 12, 9, 6, 16, 18, 8, 3, 7, 17, 20, 14, 4, 13, 11, 2, 5, 19, 10, 1}",3.286170,"{1, 10, 19, 5, 15, 4, 13, 11, 2, 17, 7, 3, 8, 18, 6, 16, 20, 14, 9, 12, 1}",3.533899,0.075385,0.046610
"{1, 12, 11, 17, 13, 3, 10, 4, 14, 2, 6, 5, 19, 16, 7, 8, 18, 15, 9, 20, 1}",3.807098,"{1, 12, 11, 17, 13, 3, 10, 4, 14, 2, 6, 5, 19, 16, 7, 8, 18, 15, 9, 20, 1}",3.807098,0.000000,0.046784
"{1, 13, 7, 11, 12, 15, 6, 3, 17, 5, 4, 14, 10, 8, 18, 16, 2, 19, 20, 9, 1}",3.985244,"{1, 9, 20, 19, 2, 16, 18, 8, 10, 14, 4, 5, 17, 3, 6, 15, 12, 11, 7, 13, 1}",3.985244,0.000000,0.046890
"{1, 9, 15, 18, 7, 2, 5, 4, 14, 19, 13, 16, 3, 10, 8, 6, 17, 20, 12, 11, 1}",3.881272,"{1, 11, 12, 20, 17, 6, 8, 10, 3, 16, 13, 5, 19, 14, 4, 2, 7, 18, 15, 9, 1}",3.937141,0.014395,0.046470
"{1, 4, 17, 7, 8, 14, 12, 2, 11, 9, 16, 6, 13, 5, 20, 15, 10, 19, 18, 3, 1}",3.509118,"{1, 4, 17, 7, 8, 14, 12, 2, 11, 9, 16, 6, 13, 5, 20, 15, 19, 10, 18, 3, 1}",3.506095,-0.000862,0.046585
"{1, 10, 18, 6, 5, 2, 8, 14, 9, 4, 17, 15, 20, 16, 3, 13, 7, 19, 11, 12, 1}",3.857592,"{1, 10, 18, 6, 5, 2, 8, 14, 9, 4, 16, 17, 15, 20, 3, 13, 7, 19, 11, 12, 1}",3.874198,0.004305,0.046485
"{1, 5, 3, 11, 17, 2, 12, 9, 14, 13, 15, 16, 18, 10, 6, 4, 19, 8, 7, 20, 1}",3.702504,"{1, 3, 20, 7, 8, 19, 11, 17, 4, 6, 10, 18, 16, 15, 13, 14, 2, 9, 12, 5, 1}",3.703958,0.000393,0.047185
"{1, 6, 3, 14, 12, 9, 10, 16, 8, 7, 2, 5, 4, 15, 19, 13, 17, 18, 20, 11, 1}",4.051014,"{1, 11, 2, 7, 8, 9, 10, 16, 4, 5, 20, 18, 19, 15, 13, 17, 6, 3, 14, 12, 1}",4.189849,0.034272,0.047183
"{1, 5, 17, 3, 18, 11, 12, 13, 7, 10, 14, 4, 2, 16, 8, 9, 19, 6, 15, 20, 1}",3.701431,"{1, 20, 15, 6, 19, 9, 8, 16, 2, 4, 14, 10, 7, 13, 12, 11, 18, 3, 17, 5, 1}",3.701430,0.000000,0.046635
"{1, 9, 5, 13, 17, 4, 12, 10, 15, 11, 3, 18, 16, 2, 7, 14, 20, 8, 6, 19, 1}",3.547142,"{1, 19, 6, 8, 20, 14, 7, 2, 16, 18, 3, 11, 15, 10, 12, 4, 17, 13, 5, 9, 1}",3.547142,0.000000,0.046773
"{1, 6, 20, 17, 2, 19, 9, 12, 15, 8, 5, 10, 16, 13, 18, 11, 14, 4, 3, 7, 1}",3.631848,"{1, 7, 3, 4, 14, 11, 18, 13, 16, 10, 5, 8, 15, 12, 9, 19, 2, 17, 20, 6, 1}",3.631848,0.000000,0.046504
"{1, 10, 17, 6, 12, 20, 15, 9, 16, 18, 4, 13, 14, 19, 8, 3, 2, 11, 7, 5, 1}",4.178383,"{1, 5, 7, 11, 2, 3, 8, 19, 14, 13, 4, 18, 16, 9, 15, 20, 12, 6, 17, 10, 1}",4.178383,0.000000,0.046716
"{1, 9, 4, 8, 2, 13, 3, 15, 18, 16, 11, 10, 17, 14, 5, 19, 7, 12, 20, 6, 1}",3.860433,"{1, 6, 20, 12, 7, 19, 5, 14, 17, 10, 11, 16, 18, 15, 3, 13, 2, 8, 4, 9, 1}",3.860432,0.000000,0.046443
"{1, 10, 20, 14, 12, 2, 4, 9, 8, 15, 3, 11, 5, 16, 19, 17, 6, 18, 13, 7, 1}",3.531583,"{1, 10, 20, 14, 12, 2, 4, 9, 15, 3, 11, 5, 16, 19, 8, 17, 6, 18, 13, 7, 1}",3.663300,0.037297,0.046715
"{1, 19, 4, 2, 11, 16, 18, 12, 17, 6, 8, 7, 9, 13, 10, 3, 14, 15, 20, 5, 1}",3.581184,"{1, 19, 4, 2, 11, 16, 18, 12, 17, 20, 6, 13, 9, 8, 7, 10, 3, 14, 15, 5, 1}",3.712363,0.036630,0.046793
"{1, 6, 13, 5, 17, 11, 8, 2, 16, 18, 4, 10, 14, 15, 7, 19, 12, 3, 9, 20, 1}",3.650706,"{1, 20, 4, 9, 3, 12, 19, 7, 15, 14, 10, 18, 16, 2, 8, 11, 17, 5, 13, 6, 1}",3.782251,0.036033,0.046898
"{1, 2, 13, 6, 20, 5, 19, 11, 16, 14, 7, 4, 18, 10, 12, 3, 15, 8, 9, 17, 1}",3.485903,"{1, 17, 9, 8, 15, 3, 12, 10, 18, 4, 7, 14, 16, 11, 19, 5, 20, 6, 13, 2, 1}",3.485902,0.000000,0.046903
"{1, 2, 6, 8, 5, 10, 14, 19, 20, 7, 16, 13, 15, 9, 17, 3, 12, 11, 18, 4, 1}",4.059484,"{1, 4, 18, 11, 12, 3, 17, 9, 15, 13, 16, 7, 20, 19, 14, 10, 5, 8, 6, 2, 1}",4.059484,0.000000,0.046725
"{1, 16, 18, 5, 9, 13, 19, 17, 20, 15, 4, 10, 6, 7, 14, 8, 2, 3, 11, 12, 1}",3.191565,"{1, 12, 2, 11, 3, 4, 10, 6, 7, 8, 14, 20, 15, 17, 19, 13, 9, 5, 18, 16, 1}",3.439180,0.077584,0.046505
"{1, 13, 4, 9, 12, 2, 20, 6, 14, 5, 19, 7, 15, 18, 8, 10, 3, 17, 16, 11, 1}",3.440877,"{1, 13, 4, 9, 12, 2, 20, 6, 14, 5, 19, 7, 15, 18, 8, 10, 3, 17, 16, 11, 1}",3.440877,0.000000,0.046918
"{1, 10, 18, 8, 15, 20, 14, 5, 6, 3, 7, 4, 12, 2, 11, 9, 13, 19, 17, 16, 1}",3.832808,"{1, 8, 20, 16, 17, 19, 13, 9, 11, 2, 12, 4, 7, 3, 6, 14, 5, 15, 18, 10, 1}",3.905690,0.019015,0.047267
"{1, 15, 17, 19, 18, 6, 20, 9, 7, 3, 4, 16, 13, 12, 14, 10, 5, 8, 2, 11, 1}",3.966666,"{1, 11, 2, 8, 5, 10, 14, 19, 12, 13, 16, 4, 3, 7, 9, 20, 6, 18, 17, 15, 1}",4.021004,0.013699,0.046592
"{1, 16, 14, 12, 15, 13, 19, 10, 20, 17, 8, 9, 6, 7, 4, 3, 11, 18, 5, 2, 1}",3.666789,"{1, 16, 4, 3, 2, 5, 18, 11, 7, 6, 9, 8, 17, 20, 10, 19, 13, 15, 12, 14, 1}",3.850736,0.050166,0.046818
"{1, 9, 13, 10, 16, 8, 3, 18, 17, 15, 2, 12, 20, 4, 5, 14, 19, 7, 11, 6, 1}",3.570207,"{1, 6, 11, 7, 19, 14, 5, 4, 20, 12, 2, 3, 8, 16, 10, 18, 15, 17, 13, 9, 1}",3.762029,0.053728,0.047007
"{1, 18, 9, 19, 17, 6, 7, 15, 8, 2, 12, 20, 4, 11, 13, 3, 10, 5, 14, 16, 1}",3.512410,"{1, 16, 14, 5, 10, 3, 13, 11, 4, 12, 2, 8, 15, 7, 6, 20, 17, 19, 9, 18, 1}",3.556361,0.012513,0.046881
"{1, 4, 3, 17, 11, 16, 14, 2, 5, 18, 15, 7, 20, 13, 19, 6, 8, 12, 9, 10, 1}",4.011468,"{1, 4, 3, 17, 11, 16, 14, 2, 5, 18, 15, 7, 20, 13, 19, 12, 9, 8, 6, 10, 1}",4.084670,0.018248,0.046631
"{1, 7, 3, 9, 20, 6, 8, 15, 11, 10, 5, 2, 18, 19, 12, 13, 14, 16, 17, 4, 1}",3.521366,"{1, 4, 17, 16, 14, 13, 19, 12, 18, 2, 5, 10, 11, 8, 15, 7, 6, 20, 3, 9, 1}",3.523726,0.000670,0.046724
