optimal_tour,optimal_tour_length,transformer_tour,transformer_tour_length,score,time
"{1, 8, 12, 19, 27, 2, 22, 11, 20, 5, 13, 25, 17, 23, 16, 10, 15, 3, 4, 29, 7, 28, 6, 9, 18, 24, 21, 30, 26, 14, 1}",4.234532,"{1, 14, 26, 30, 21, 24, 18, 9, 6, 28, 7, 29, 4, 3, 15, 10, 16, 23, 17, 25, 13, 5, 20, 11, 22, 2, 27, 19, 12, 8, 1}",4.234531,0.000000,0.042482
"{1, 23, 30, 11, 5, 12, 6, 13, 21, 3, 15, 17, 29, 16, 8, 27, 7, 22, 19, 2, 20, 4, 10, 26, 18, 14, 9, 24, 25, 28, 1}",4.639799,"{1, 28, 25, 24, 9, 14, 18, 26, 10, 4, 20, 2, 19, 22, 7, 3, 15, 17, 27, 8, 16, 29, 21, 13, 6, 12, 5, 11, 30, 23, 1}",4.665917,0.005629,0.043674
"{1, 19, 18, 26, 25, 22, 13, 29, 9, 16, 4, 12, 11, 14, 20, 30, 23, 21, 3, 28, 27, 6, 2, 5, 8, 17, 10, 24, 15, 7, 1}",4.749533,"{1, 7, 15, 24, 10, 17, 8, 5, 2, 6, 27, 28, 3, 21, 23, 30, 20, 14, 11, 12, 4, 16, 9, 29, 13, 22, 25, 26, 18, 19, 1}",4.749533,0.000000,0.042640
"{1, 16, 11, 9, 23, 4, 8, 12, 29, 15, 27, 7, 14, 6, 3, 17, 5, 18, 25, 30, 28, 10, 2, 13, 26, 24, 22, 19, 20, 21, 1}",4.788679,"{1, 16, 11, 9, 23, 4, 8, 12, 29, 15, 27, 7, 14, 6, 3, 30, 25, 17, 5, 18, 28, 10, 2, 13, 26, 24, 22, 19, 20, 21, 1}",4.821149,0.006781,0.045404
"{1, 21, 27, 8, 16, 2, 3, 12, 19, 11, 28, 18, 13, 17, 14, 26, 20, 24, 7, 22, 9, 10, 15, 29, 23, 5, 6, 30, 25, 4, 1}",4.701748,"{1, 4, 25, 30, 6, 5, 23, 29, 15, 9, 22, 10, 24, 20, 7, 26, 14, 17, 13, 18, 28, 11, 19, 12, 21, 27, 8, 16, 2, 3, 1}",4.914934,0.045342,0.042874
"{1, 10, 6, 25, 7, 12, 4, 8, 9, 27, 29, 2, 30, 16, 26, 20, 13, 17, 18, 19, 23, 21, 11, 5, 3, 22, 24, 28, 15, 14, 1}",4.387051,"{1, 10, 6, 25, 7, 12, 4, 8, 9, 27, 29, 2, 30, 16, 26, 20, 13, 17, 18, 19, 23, 21, 11, 5, 3, 22, 24, 28, 15, 14, 1}",4.387051,0.000000,0.042546
"{1, 15, 16, 24, 25, 10, 29, 4, 8, 27, 19, 7, 5, 20, 9, 2, 13, 14, 17, 3, 21, 30, 28, 22, 26, 12, 6, 23, 11, 18, 1}",4.109321,"{1, 18, 11, 23, 6, 12, 26, 22, 28, 30, 21, 3, 17, 14, 13, 2, 9, 20, 5, 7, 19, 27, 8, 4, 29, 10, 25, 24, 16, 15, 1}",4.109320,0.000000,0.042578
"{1, 4, 7, 3, 10, 22, 6, 14, 18, 27, 8, 2, 29, 12, 5, 30, 15, 23, 9, 20, 25, 17, 16, 26, 28, 24, 19, 21, 13, 11, 1}",5.001585,"{1, 11, 13, 21, 19, 24, 28, 26, 16, 17, 25, 20, 9, 23, 15, 30, 5, 12, 29, 2, 8, 27, 18, 14, 6, 22, 10, 3, 7, 4, 1}",5.001585,0.000000,0.042544
"{1, 19, 28, 5, 2, 24, 27, 12, 9, 25, 14, 22, 30, 26, 8, 16, 13, 17, 29, 10, 23, 11, 18, 15, 6, 4, 3, 20, 7, 21, 1}",4.395723,"{1, 19, 28, 5, 2, 24, 27, 12, 9, 25, 14, 22, 30, 26, 8, 16, 13, 17, 29, 10, 23, 11, 18, 15, 6, 4, 3, 20, 7, 21, 1}",4.395723,0.000000,0.042519
"{1, 15, 29, 5, 8, 24, 23, 2, 27, 7, 17, 11, 28, 18, 12, 30, 26, 20, 22, 6, 13, 4, 14, 3, 10, 25, 19, 9, 16, 21, 1}",4.994072,"{1, 15, 29, 5, 8, 7, 17, 27, 2, 24, 23, 11, 28, 18, 12, 30, 26, 20, 22, 6, 13, 4, 14, 3, 10, 25, 9, 19, 16, 21, 1}",4.995796,0.000345,0.042540
"{1, 20, 7, 25, 12, 9, 22, 27, 5, 13, 2, 19, 30, 11, 16, 14, 6, 17, 18, 10, 4, 8, 15, 29, 23, 28, 26, 24, 3, 21, 1}",4.422961,"{1, 21, 3, 24, 26, 28, 23, 29, 15, 8, 4, 10, 18, 17, 6, 14, 16, 11, 30, 19, 2, 13, 5, 27, 22, 9, 12, 25, 7, 20, 1}",4.422961,0.000000,0.042490
"{1, 28, 11, 25, 22, 17, 3, 6, 14, 9, 24, 7, 12, 29, 13, 20, 4, 8, 23, 18, 5, 19, 2, 27, 15, 16, 30, 10, 26, 21, 1}",4.685691,"{1, 21, 26, 10, 30, 16, 15, 2, 27, 18, 5, 19, 23, 8, 4, 20, 13, 29, 12, 7, 24, 9, 14, 6, 3, 17, 22, 25, 11, 28, 1}",4.762514,0.016395,0.043520
"{1, 3, 10, 24, 27, 22, 16, 18, 14, 11, 2, 7, 25, 26, 21, 12, 13, 8, 19, 6, 28, 9, 17, 5, 23, 15, 30, 29, 4, 20, 1}",4.497761,"{1, 20, 4, 29, 30, 15, 23, 5, 17, 9, 28, 6, 19, 8, 13, 12, 21, 26, 25, 7, 2, 11, 14, 18, 16, 27, 22, 24, 10, 3, 1}",4.505812,0.001790,0.043178
"{1, 11, 12, 30, 19, 7, 23, 9, 10, 17, 13, 29, 27, 14, 16, 4, 3, 15, 25, 6, 22, 26, 20, 5, 8, 2, 24, 18, 21, 28, 1}",4.457672,"{1, 21, 28, 22, 15, 6, 25, 26, 20, 5, 8, 2, 24, 18, 30, 11, 12, 7, 19, 23, 10, 17, 13, 29, 16, 4, 3, 14, 27, 9, 1}",4.733364,0.061847,0.042513
"{1, 23, 12, 7, 16, 29, 26, 14, 15, 8, 18, 21, 28, 11, 3, 4, 20, 27, 25, 10, 24, 22, 17, 13, 5, 19, 9, 6, 30, 2, 1}",4.566562,"{1, 23, 12, 7, 16, 29, 26, 14, 15, 8, 18, 21, 28, 11, 3, 4, 20, 27, 25, 10, 24, 22, 17, 13, 5, 19, 9, 6, 30, 2, 1}",4.566562,0.000000,0.044770
"{1, 18, 4, 8, 10, 6, 5, 7, 3, 26, 12, 11, 21, 22, 28, 16, 23, 19, 29, 15, 14, 20, 9, 17, 27, 24, 30, 13, 25, 2, 1}",4.241477,"{1, 18, 4, 8, 10, 14, 20, 9, 17, 27, 24, 30, 13, 2, 25, 12, 11, 21, 26, 3, 22, 28, 16, 23, 19, 29, 15, 5, 7, 6, 1}",4.375103,0.031505,0.042983
"{1, 5, 16, 9, 27, 26, 23, 13, 25, 28, 6, 15, 20, 22, 8, 29, 21, 2, 19, 24, 11, 17, 30, 3, 7, 14, 18, 4, 10, 12, 1}",4.082370,"{1, 12, 10, 4, 18, 14, 7, 3, 11, 17, 24, 19, 30, 2, 21, 29, 8, 22, 15, 20, 6, 28, 25, 13, 23, 26, 27, 9, 16, 5, 1}",4.106112,0.005816,0.042528
"{1, 4, 26, 24, 29, 6, 20, 11, 17, 2, 13, 28, 30, 27, 10, 18, 15, 9, 14, 22, 16, 23, 25, 8, 3, 5, 12, 21, 19, 7, 1}",4.203604,"{1, 7, 4, 26, 29, 20, 6, 11, 17, 2, 13, 28, 30, 27, 10, 18, 15, 9, 14, 22, 24, 16, 23, 25, 8, 3, 5, 12, 21, 19, 1}",4.272454,0.016379,0.043612
"{1, 22, 29, 23, 19, 7, 14, 26, 15, 3, 28, 25, 9, 24, 30, 20, 27, 6, 12, 13, 10, 16, 17, 18, 4, 8, 5, 2, 21, 11, 1}",3.965647,"{1, 22, 29, 19, 23, 7, 14, 26, 15, 3, 28, 25, 24, 9, 30, 20, 27, 6, 12, 13, 10, 16, 17, 18, 4, 8, 5, 21, 2, 11, 1}",3.984708,0.004807,0.042810
"{1, 2, 19, 7, 15, 18, 24, 29, 14, 8, 26, 30, 10, 20, 16, 4, 11, 28, 3, 25, 6, 23, 22, 13, 17, 27, 12, 9, 21, 5, 1}",4.215914,"{1, 5, 12, 21, 9, 23, 6, 25, 3, 28, 11, 4, 16, 20, 10, 30, 26, 22, 8, 14, 29, 24, 18, 15, 7, 19, 13, 17, 27, 2, 1}",4.246654,0.007291,0.042725
"{1, 18, 29, 19, 6, 9, 28, 3, 8, 14, 25, 7, 20, 27, 2, 10, 24, 12, 17, 23, 15, 22, 5, 4, 16, 30, 11, 21, 13, 26, 1}",4.441321,"{1, 26, 18, 29, 6, 19, 3, 8, 14, 25, 28, 9, 7, 20, 27, 2, 10, 24, 12, 17, 23, 15, 22, 5, 4, 16, 30, 21, 11, 13, 1}",4.559194,0.026540,0.042684
"{1, 13, 27, 4, 18, 19, 10, 20, 9, 26, 24, 17, 2, 12, 11, 3, 7, 16, 14, 28, 23, 29, 30, 15, 21, 8, 22, 5, 25, 6, 1}",4.489535,"{1, 13, 27, 4, 18, 19, 10, 20, 9, 26, 24, 17, 2, 12, 11, 3, 7, 16, 14, 28, 23, 29, 30, 15, 21, 8, 22, 5, 25, 6, 1}",4.489535,0.000000,0.042575
"{1, 16, 18, 4, 12, 17, 13, 5, 20, 3, 27, 25, 30, 9, 23, 26, 2, 8, 29, 15, 28, 22, 14, 6, 21, 10, 19, 7, 24, 11, 1}",3.992541,"{1, 16, 18, 4, 12, 17, 13, 5, 29, 15, 20, 3, 27, 25, 30, 9, 23, 2, 26, 8, 28, 22, 14, 6, 21, 10, 19, 7, 24, 11, 1}",4.092971,0.025154,0.042571
"{1, 5, 22, 8, 13, 20, 12, 29, 16, 30, 28, 15, 24, 2, 17, 4, 18, 27, 3, 19, 11, 14, 23, 21, 10, 6, 26, 25, 9, 7, 1}",3.731814,"{1, 7, 9, 25, 26, 6, 10, 21, 23, 14, 11, 18, 27, 3, 19, 4, 17, 2, 24, 15, 28, 30, 16, 29, 12, 20, 13, 8, 22, 5, 1}",3.766721,0.009354,0.042550
"{1, 3, 28, 29, 15, 17, 19, 22, 27, 21, 20, 5, 9, 14, 23, 8, 2, 25, 26, 30, 18, 24, 7, 16, 13, 10, 11, 12, 6, 4, 1}",4.640022,"{1, 4, 6, 12, 11, 13, 10, 25, 2, 8, 23, 14, 9, 5, 20, 21, 27, 22, 19, 17, 15, 29, 28, 24, 7, 16, 26, 30, 18, 3, 1}",4.776224,0.029354,0.042611
"{1, 29, 21, 13, 8, 23, 16, 2, 27, 6, 30, 26, 14, 10, 3, 15, 20, 22, 17, 11, 4, 24, 28, 19, 25, 5, 9, 7, 12, 18, 1}",4.667568,"{1, 18, 12, 7, 9, 5, 25, 19, 28, 24, 4, 11, 17, 22, 15, 3, 20, 10, 14, 26, 30, 6, 27, 2, 16, 23, 8, 13, 21, 29, 1}",4.679642,0.002587,0.042633
"{1, 20, 4, 13, 10, 7, 8, 27, 28, 21, 5, 24, 29, 3, 9, 14, 30, 12, 18, 6, 19, 25, 23, 11, 22, 16, 26, 17, 2, 15, 1}",5.066586,"{1, 20, 4, 13, 10, 3, 29, 7, 8, 27, 24, 28, 21, 5, 19, 6, 18, 25, 23, 11, 22, 16, 26, 17, 2, 15, 14, 30, 12, 9, 1}",5.145048,0.015486,0.044725
"{1, 5, 7, 21, 12, 11, 28, 10, 29, 13, 2, 14, 19, 8, 22, 9, 20, 4, 17, 27, 15, 16, 30, 26, 18, 6, 3, 25, 23, 24, 1}",4.164815,"{1, 24, 25, 3, 6, 18, 26, 30, 16, 23, 15, 27, 17, 4, 20, 9, 22, 8, 19, 14, 2, 13, 29, 10, 28, 11, 12, 21, 7, 5, 1}",4.201089,0.008710,0.042551
"{1, 16, 25, 21, 14, 30, 5, 22, 12, 28, 15, 8, 20, 24, 17, 2, 10, 11, 27, 26, 7, 29, 13, 3, 18, 6, 19, 9, 4, 23, 1}",4.244067,"{1, 23, 4, 9, 19, 6, 18, 3, 13, 29, 7, 26, 27, 11, 10, 2, 17, 24, 20, 8, 15, 28, 12, 22, 5, 30, 14, 21, 25, 16, 1}",4.244067,0.000000,0.042746
"{1, 7, 14, 20, 28, 26, 12, 24, 9, 27, 19, 8, 6, 16, 30, 23, 4, 22, 2, 21, 29, 15, 5, 10, 18, 13, 17, 25, 11, 3, 1}",4.659914,"{1, 7, 14, 20, 28, 26, 12, 24, 27, 9, 19, 8, 6, 16, 30, 23, 4, 22, 2, 21, 29, 15, 5, 10, 18, 13, 17, 25, 11, 3, 1}",4.660727,0.000174,0.042596
"{1, 27, 24, 10, 5, 19, 23, 12, 14, 11, 2, 4, 17, 9, 7, 15, 13, 18, 29, 28, 21, 26, 20, 6, 8, 25, 22, 16, 30, 3, 1}",4.688053,"{1, 3, 30, 16, 22, 25, 8, 6, 20, 26, 21, 28, 29, 18, 13, 15, 7, 9, 17, 4, 2, 11, 14, 12, 23, 19, 5, 10, 24, 27, 1}",4.688054,0.000000,0.042593
"{1, 28, 25, 27, 5, 6, 10, 3, 9, 15, 19, 30, 14, 21, 12, 20, 7, 24, 2, 16, 17, 22, 11, 26, 23, 13, 29, 18, 4, 8, 1}",4.856390,"{1, 8, 4, 18, 29, 13, 23, 26, 11, 22, 17, 16, 2, 7, 24, 20, 12, 21, 14, 30, 19, 15, 9, 3, 10, 6, 5, 27, 25, 28, 1}",4.854115,-0.000468,0.042946
"{1, 8, 7, 27, 26, 20, 15, 17, 5, 19, 11, 13, 2, 18, 28, 14, 29, 30, 10, 21, 24, 12, 22, 9, 4, 16, 6, 23, 25, 3, 1}",4.410109,"{1, 8, 26, 20, 15, 17, 5, 19, 11, 13, 2, 18, 28, 14, 29, 30, 10, 21, 24, 12, 3, 25, 9, 22, 4, 6, 16, 23, 7, 27, 1}",4.605572,0.044322,0.042642
"{1, 17, 15, 16, 19, 20, 2, 24, 29, 10, 11, 25, 4, 12, 6, 14, 26, 21, 23, 5, 28, 8, 13, 22, 18, 30, 7, 3, 9, 27, 1}",4.233489,"{1, 17, 27, 9, 3, 7, 30, 18, 22, 13, 8, 28, 5, 21, 26, 23, 14, 6, 12, 4, 25, 11, 10, 29, 24, 2, 20, 19, 16, 15, 1}",4.374094,0.033213,0.042885
"{1, 2, 29, 25, 12, 3, 18, 4, 6, 16, 14, 15, 19, 22, 23, 30, 20, 10, 17, 8, 28, 27, 21, 26, 11, 5, 24, 13, 9, 7, 1}",4.326134,"{1, 7, 9, 13, 24, 5, 11, 26, 21, 27, 28, 8, 17, 10, 20, 30, 22, 23, 15, 19, 14, 16, 6, 4, 18, 3, 12, 25, 29, 2, 1}",4.340847,0.003401,0.042663
"{1, 14, 3, 26, 21, 4, 13, 10, 6, 15, 18, 30, 5, 9, 25, 20, 23, 28, 19, 2, 17, 22, 16, 8, 12, 27, 7, 11, 29, 24, 1}",4.730050,"{1, 14, 3, 21, 26, 6, 15, 18, 30, 5, 9, 25, 19, 2, 17, 22, 16, 12, 8, 28, 23, 20, 10, 13, 4, 24, 29, 11, 7, 27, 1}",5.048080,0.067236,0.042606
"{1, 9, 20, 30, 22, 11, 6, 26, 21, 23, 8, 4, 15, 25, 29, 14, 7, 17, 12, 16, 5, 3, 19, 28, 10, 18, 13, 27, 24, 2, 1}",3.955901,"{1, 2, 24, 27, 13, 18, 10, 28, 19, 3, 5, 16, 12, 17, 7, 14, 29, 25, 15, 4, 8, 23, 21, 26, 6, 11, 22, 30, 20, 9, 1}",3.955901,0.000000,0.042541
"{1, 19, 18, 22, 26, 23, 13, 25, 14, 3, 8, 21, 29, 5, 6, 27, 20, 30, 12, 16, 4, 11, 10, 9, 28, 24, 17, 15, 7, 2, 1}",4.391227,"{1, 2, 19, 18, 22, 26, 23, 13, 25, 14, 3, 8, 21, 29, 5, 6, 27, 20, 30, 12, 16, 4, 11, 10, 9, 28, 24, 17, 15, 7, 1}",4.421556,0.006907,0.045064
"{1, 28, 13, 18, 17, 30, 10, 6, 12, 20, 2, 24, 4, 5, 26, 15, 21, 7, 11, 27, 9, 3, 14, 29, 23, 16, 25, 22, 19, 8, 1}",4.428091,"{1, 30, 10, 6, 12, 4, 5, 26, 15, 24, 20, 2, 21, 7, 11, 27, 9, 3, 14, 29, 23, 16, 25, 22, 19, 8, 28, 13, 18, 17, 1}",4.437091,0.002033,0.042791
"{1, 8, 7, 29, 2, 19, 12, 23, 18, 4, 13, 28, 24, 26, 5, 9, 11, 22, 3, 21, 15, 27, 16, 20, 25, 14, 10, 30, 6, 17, 1}",4.437523,"{1, 8, 7, 29, 2, 19, 12, 23, 18, 4, 13, 28, 26, 24, 5, 9, 11, 22, 3, 21, 15, 27, 16, 20, 25, 14, 10, 30, 6, 17, 1}",4.459102,0.004863,0.042618
"{1, 10, 27, 19, 14, 29, 26, 30, 2, 18, 12, 6, 5, 15, 9, 17, 23, 16, 7, 8, 28, 13, 20, 4, 21, 11, 22, 24, 25, 3, 1}",4.349988,"{1, 3, 25, 24, 22, 11, 21, 4, 28, 20, 13, 9, 15, 5, 6, 12, 18, 2, 26, 30, 19, 10, 27, 14, 29, 16, 7, 8, 23, 17, 1}",4.772571,0.097146,0.042664
"{1, 26, 29, 28, 9, 27, 24, 13, 19, 4, 17, 23, 22, 25, 14, 18, 10, 8, 7, 6, 21, 5, 30, 11, 20, 12, 2, 16, 15, 3, 1}",4.240702,"{1, 26, 29, 28, 9, 27, 24, 13, 19, 4, 17, 23, 22, 25, 14, 18, 10, 8, 7, 6, 21, 5, 30, 16, 15, 3, 2, 12, 20, 11, 1}",4.320998,0.018935,0.042508
"{1, 14, 30, 29, 26, 5, 4, 20, 22, 2, 10, 8, 12, 3, 23, 11, 7, 25, 16, 28, 21, 24, 27, 9, 6, 19, 17, 13, 18, 15, 1}",4.389695,"{1, 15, 18, 19, 6, 29, 30, 14, 5, 4, 20, 26, 22, 2, 10, 8, 12, 3, 23, 11, 7, 16, 28, 25, 21, 24, 27, 9, 17, 13, 1}",4.649019,0.059076,0.042587
"{1, 21, 24, 17, 23, 5, 4, 18, 13, 10, 27, 22, 6, 12, 29, 14, 7, 11, 19, 3, 28, 8, 16, 9, 25, 15, 20, 2, 26, 30, 1}",4.605143,"{1, 30, 26, 2, 20, 15, 25, 9, 28, 16, 8, 12, 6, 22, 27, 10, 13, 4, 18, 7, 29, 14, 11, 3, 19, 5, 23, 17, 24, 21, 1}",4.658748,0.011640,0.042616
"{1, 11, 12, 9, 16, 14, 29, 22, 8, 20, 27, 18, 25, 2, 3, 21, 13, 19, 23, 10, 26, 5, 4, 15, 30, 7, 6, 28, 17, 24, 1}",4.097102,"{1, 24, 17, 13, 19, 23, 10, 26, 5, 4, 15, 30, 7, 6, 28, 11, 12, 9, 16, 14, 29, 22, 8, 20, 27, 18, 25, 2, 3, 21, 1}",4.119634,0.005499,0.042573
"{1, 18, 15, 19, 25, 26, 23, 14, 24, 10, 9, 6, 4, 7, 28, 13, 16, 12, 30, 22, 8, 17, 29, 2, 3, 5, 20, 27, 21, 11, 1}",4.702129,"{1, 11, 21, 27, 20, 5, 3, 2, 29, 16, 17, 8, 22, 30, 12, 7, 28, 13, 4, 6, 9, 10, 24, 14, 23, 26, 25, 19, 15, 18, 1}",4.835843,0.028437,0.042981
"{1, 6, 23, 25, 8, 29, 27, 18, 4, 5, 7, 21, 19, 11, 26, 13, 10, 2, 9, 28, 14, 30, 16, 3, 12, 17, 24, 22, 15, 20, 1}",4.020739,"{1, 20, 15, 22, 24, 17, 12, 3, 16, 30, 14, 28, 9, 2, 10, 13, 26, 11, 19, 21, 7, 5, 4, 18, 27, 29, 8, 6, 23, 25, 1}",4.081379,0.015082,0.042634
"{1, 10, 26, 2, 12, 20, 9, 5, 28, 27, 6, 18, 25, 30, 11, 29, 16, 19, 24, 7, 14, 23, 22, 8, 15, 17, 21, 13, 4, 3, 1}",4.551893,"{1, 3, 13, 4, 21, 17, 15, 8, 22, 23, 14, 7, 24, 19, 16, 29, 11, 30, 25, 18, 6, 27, 28, 5, 9, 20, 12, 2, 26, 10, 1}",4.586986,0.007710,0.042778
"{1, 18, 9, 27, 11, 14, 7, 22, 15, 8, 12, 20, 17, 30, 29, 23, 6, 21, 2, 5, 10, 13, 28, 16, 25, 3, 19, 4, 24, 26, 1}",4.643161,"{1, 18, 4, 19, 24, 26, 25, 16, 3, 28, 13, 10, 5, 2, 21, 6, 23, 29, 17, 30, 8, 12, 20, 7, 22, 15, 11, 14, 27, 9, 1}",4.765290,0.026303,0.042632
"{1, 13, 3, 12, 16, 17, 25, 5, 7, 29, 19, 4, 21, 22, 27, 8, 23, 18, 9, 26, 20, 28, 10, 11, 24, 14, 6, 2, 15, 30, 1}",4.610611,"{1, 13, 3, 12, 16, 17, 25, 5, 7, 29, 19, 4, 21, 22, 27, 8, 23, 18, 9, 26, 20, 28, 10, 11, 24, 14, 6, 2, 15, 30, 1}",4.610611,0.000000,0.044737
"{1, 12, 9, 22, 13, 19, 10, 27, 18, 25, 29, 26, 28, 5, 16, 24, 30, 20, 11, 14, 15, 3, 23, 8, 7, 4, 6, 2, 21, 17, 1}",4.358585,"{1, 17, 21, 12, 9, 22, 13, 19, 10, 27, 18, 25, 29, 26, 28, 5, 16, 24, 30, 20, 11, 14, 15, 3, 23, 8, 7, 4, 6, 2, 1}",4.439568,0.018580,0.042611
"{1, 12, 2, 25, 22, 9, 29, 27, 28, 5, 8, 21, 3, 30, 6, 13, 18, 11, 24, 23, 20, 4, 15, 17, 7, 26, 14, 16, 19, 10, 1}",4.727699,"{1, 12, 2, 25, 22, 9, 29, 27, 28, 5, 8, 21, 3, 30, 6, 13, 18, 11, 24, 23, 20, 4, 15, 17, 7, 26, 14, 16, 19, 10, 1}",4.727699,0.000000,0.042612
"{1, 3, 4, 14, 18, 29, 30, 9, 15, 25, 28, 24, 27, 2, 22, 7, 13, 6, 8, 23, 26, 12, 17, 11, 20, 5, 10, 19, 16, 21, 1}",4.219707,"{1, 21, 10, 19, 16, 3, 4, 14, 18, 29, 30, 9, 15, 25, 28, 24, 27, 2, 22, 7, 13, 6, 8, 23, 26, 12, 17, 11, 20, 5, 1}",4.291532,0.017021,0.042582
"{1, 5, 6, 18, 3, 26, 24, 9, 10, 8, 13, 28, 4, 17, 29, 30, 19, 11, 27, 21, 15, 14, 12, 20, 2, 23, 16, 7, 25, 22, 1}",4.733694,"{1, 22, 25, 7, 16, 2, 23, 20, 12, 14, 15, 21, 27, 11, 19, 13, 8, 10, 9, 24, 26, 3, 18, 6, 5, 4, 28, 17, 29, 30, 1}",4.796816,0.013335,0.042693
"{1, 16, 5, 7, 22, 4, 12, 20, 11, 23, 10, 6, 21, 27, 17, 8, 29, 24, 13, 19, 3, 15, 2, 26, 18, 14, 30, 9, 28, 25, 1}",4.651337,"{1, 25, 28, 9, 30, 14, 18, 26, 2, 15, 3, 19, 13, 24, 29, 8, 17, 27, 21, 6, 10, 23, 11, 20, 12, 4, 22, 7, 5, 16, 1}",4.651338,0.000000,0.042618
"{1, 6, 11, 2, 24, 16, 13, 14, 8, 7, 25, 18, 20, 5, 4, 9, 22, 23, 28, 10, 30, 29, 17, 27, 26, 15, 19, 21, 3, 12, 1}",4.109011,"{1, 6, 11, 2, 24, 16, 13, 14, 8, 7, 25, 18, 20, 5, 4, 9, 22, 23, 28, 10, 30, 29, 17, 27, 26, 15, 19, 3, 21, 12, 1}",4.114777,0.001403,0.042518
"{1, 27, 4, 22, 7, 15, 19, 30, 11, 13, 6, 12, 9, 25, 16, 10, 14, 24, 5, 23, 18, 29, 20, 3, 26, 17, 28, 8, 2, 21, 1}",4.140212,"{1, 21, 2, 8, 28, 17, 29, 18, 23, 5, 24, 10, 27, 4, 7, 22, 15, 19, 30, 11, 13, 6, 12, 16, 9, 25, 14, 20, 3, 26, 1}",4.479846,0.082033,0.042567
"{1, 16, 28, 5, 19, 22, 18, 26, 7, 11, 4, 29, 21, 12, 23, 25, 15, 9, 20, 30, 8, 10, 24, 14, 2, 3, 6, 27, 17, 13, 1}",4.286744,"{1, 22, 18, 26, 19, 5, 28, 16, 13, 17, 27, 6, 3, 2, 14, 24, 10, 8, 30, 20, 9, 15, 25, 23, 12, 21, 29, 4, 11, 7, 1}",4.668705,0.089103,0.042678
"{1, 30, 16, 21, 25, 19, 17, 6, 13, 3, 12, 9, 29, 8, 15, 28, 2, 18, 20, 24, 23, 11, 27, 14, 7, 22, 5, 4, 10, 26, 1}",4.070262,"{1, 30, 26, 10, 4, 22, 7, 14, 5, 27, 11, 23, 24, 20, 18, 2, 28, 15, 8, 29, 9, 12, 25, 19, 3, 13, 6, 17, 16, 21, 1}",4.122013,0.012714,0.042566
"{1, 20, 11, 7, 26, 9, 29, 19, 27, 23, 3, 25, 18, 4, 17, 13, 5, 22, 15, 2, 30, 24, 16, 21, 6, 14, 28, 12, 10, 8, 1}",4.480039,"{1, 8, 10, 12, 22, 15, 5, 13, 17, 4, 18, 25, 3, 23, 27, 19, 29, 9, 7, 26, 16, 24, 30, 2, 6, 21, 14, 28, 11, 20, 1}",4.508720,0.006402,0.042936
"{1, 29, 13, 27, 7, 11, 10, 15, 26, 30, 19, 2, 16, 28, 8, 5, 24, 14, 3, 9, 25, 21, 17, 23, 22, 20, 6, 12, 18, 4, 1}",4.862987,"{1, 29, 13, 27, 7, 11, 10, 15, 26, 30, 19, 2, 16, 28, 8, 5, 24, 14, 3, 9, 25, 21, 17, 23, 22, 20, 6, 12, 4, 18, 1}",4.904314,0.008498,0.042896
"{1, 14, 2, 29, 23, 9, 18, 26, 16, 17, 12, 21, 25, 13, 20, 7, 3, 24, 28, 15, 11, 8, 6, 10, 19, 22, 30, 4, 5, 27, 1}",4.602171,"{1, 14, 2, 5, 23, 29, 9, 18, 26, 16, 17, 12, 25, 21, 4, 30, 22, 19, 10, 6, 8, 11, 15, 28, 24, 3, 7, 20, 13, 27, 1}",4.916420,0.068283,0.044712
"{1, 29, 28, 9, 18, 2, 4, 8, 14, 7, 30, 12, 17, 16, 20, 5, 6, 13, 10, 26, 19, 24, 3, 23, 11, 15, 22, 25, 21, 27, 1}",4.468889,"{1, 27, 21, 25, 22, 15, 11, 23, 3, 24, 19, 26, 10, 13, 6, 5, 20, 16, 17, 12, 30, 7, 14, 8, 4, 2, 18, 9, 28, 29, 1}",4.468890,0.000000,0.042591
"{1, 29, 20, 4, 23, 24, 26, 16, 14, 13, 25, 2, 11, 30, 15, 8, 27, 19, 6, 10, 28, 9, 12, 21, 22, 7, 5, 3, 18, 17, 1}",4.193363,"{1, 17, 18, 3, 5, 7, 22, 21, 12, 9, 28, 10, 6, 8, 27, 15, 30, 11, 2, 19, 25, 13, 14, 16, 26, 24, 23, 4, 20, 29, 1}",4.267622,0.017709,0.043083
"{1, 24, 14, 17, 27, 28, 25, 4, 7, 11, 29, 5, 12, 30, 2, 16, 13, 19, 15, 23, 26, 8, 9, 3, 6, 18, 10, 22, 21, 20, 1}",4.114274,"{1, 20, 25, 4, 7, 21, 22, 10, 18, 6, 3, 9, 8, 26, 23, 15, 19, 13, 16, 2, 30, 12, 29, 5, 11, 28, 27, 17, 14, 24, 1}",4.118755,0.001089,0.042518
"{1, 28, 15, 25, 9, 22, 23, 12, 20, 18, 21, 17, 16, 29, 19, 5, 8, 10, 11, 7, 6, 30, 13, 3, 24, 4, 2, 14, 27, 26, 1}",4.450360,"{1, 26, 27, 14, 2, 4, 24, 3, 13, 30, 6, 7, 11, 10, 8, 5, 19, 29, 16, 17, 21, 18, 20, 12, 23, 22, 9, 28, 15, 25, 1}",4.496103,0.010279,0.042499
