optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 11, 4, 14, 26, 16, 8, 6, 18, 12, 13, 5, 27, 23, 15, 22, 28, 17, 9, 20, 19, 29, 10, 7, 25, 2, 21, 24, 30, 3, 1}",4.353747,"{1, 11, 4, 14, 26, 16, 8, 6, 18, 12, 13, 5, 27, 23, 15, 22, 28, 17, 9, 20, 19, 29, 10, 7, 25, 2, 21, 24, 30, 3, 1}",4.353747,0.000000,0.094826
"{1, 25, 26, 10, 19, 17, 3, 21, 12, 30, 15, 11, 18, 6, 5, 8, 7, 4, 14, 16, 24, 22, 28, 2, 20, 29, 23, 13, 9, 27, 1}",4.351699,"{1, 27, 9, 13, 23, 16, 14, 4, 7, 8, 5, 6, 11, 18, 15, 30, 12, 21, 3, 17, 19, 10, 26, 25, 2, 28, 22, 29, 20, 24, 1}",4.915871,0.129644,0.094520
"{1, 29, 22, 14, 30, 27, 11, 5, 25, 19, 6, 8, 2, 3, 21, 23, 10, 24, 28, 7, 12, 17, 9, 15, 18, 26, 16, 13, 20, 4, 1}",3.938852,"{1, 20, 4, 11, 5, 25, 19, 6, 8, 2, 3, 21, 23, 10, 24, 9, 15, 18, 26, 16, 13, 17, 28, 7, 12, 29, 22, 27, 30, 14, 1}",4.267998,0.083564,0.094525
"{1, 8, 10, 26, 15, 2, 3, 27, 30, 18, 4, 16, 25, 17, 11, 9, 5, 13, 23, 20, 21, 12, 7, 22, 24, 28, 19, 29, 14, 6, 1}",4.068808,"{1, 8, 10, 26, 15, 2, 3, 27, 30, 18, 25, 16, 17, 11, 9, 5, 13, 23, 20, 21, 12, 7, 22, 4, 24, 28, 19, 29, 14, 6, 1}",4.093097,0.005970,0.094664
"{1, 21, 12, 17, 11, 16, 4, 15, 29, 27, 9, 5, 2, 30, 28, 23, 20, 19, 24, 18, 3, 6, 26, 25, 13, 22, 14, 7, 8, 10, 1}",4.482135,"{1, 10, 21, 8, 7, 14, 22, 13, 25, 26, 6, 3, 18, 24, 19, 20, 23, 28, 30, 12, 17, 11, 16, 4, 15, 27, 29, 5, 9, 2, 1}",4.717816,0.052582,0.093702
"{1, 20, 2, 11, 27, 25, 21, 28, 7, 4, 17, 23, 29, 16, 18, 10, 14, 9, 26, 6, 22, 5, 3, 8, 12, 24, 15, 19, 13, 30, 1}",4.829377,"{1, 20, 2, 11, 27, 25, 21, 28, 7, 4, 26, 29, 23, 17, 16, 18, 10, 14, 9, 22, 5, 3, 8, 6, 19, 13, 30, 15, 24, 12, 1}",5.173440,0.071244,0.094269
"{1, 17, 25, 5, 8, 23, 10, 2, 29, 4, 22, 19, 13, 27, 16, 30, 6, 12, 9, 28, 26, 21, 11, 18, 7, 14, 20, 15, 3, 24, 1}",4.726910,"{1, 17, 25, 8, 10, 5, 2, 29, 4, 23, 22, 19, 13, 27, 16, 30, 6, 12, 9, 28, 26, 21, 11, 18, 7, 14, 20, 15, 3, 24, 1}",4.894038,0.035357,0.094256
"{1, 11, 30, 15, 27, 17, 9, 2, 13, 24, 16, 6, 26, 29, 25, 8, 20, 10, 5, 12, 28, 3, 19, 22, 21, 14, 4, 7, 18, 23, 1}",4.321689,"{1, 11, 30, 15, 27, 17, 9, 2, 13, 24, 16, 6, 26, 29, 25, 8, 20, 19, 22, 21, 14, 4, 7, 18, 23, 3, 28, 12, 5, 10, 1}",5.154532,0.192712,0.094605
"{1, 22, 27, 8, 10, 3, 17, 7, 11, 30, 4, 21, 5, 29, 6, 9, 18, 15, 28, 23, 24, 2, 19, 14, 25, 16, 26, 13, 12, 20, 1}",4.074667,"{1, 6, 9, 18, 15, 28, 23, 24, 2, 19, 14, 25, 16, 26, 13, 12, 20, 27, 22, 8, 10, 3, 17, 11, 30, 4, 5, 21, 29, 7, 1}",4.100434,0.006324,0.095052
"{1, 4, 20, 18, 7, 23, 12, 21, 11, 28, 6, 30, 19, 9, 2, 17, 27, 5, 10, 22, 15, 3, 25, 13, 24, 14, 8, 16, 29, 26, 1}",4.585537,"{1, 26, 29, 16, 8, 14, 25, 13, 3, 15, 22, 10, 5, 27, 17, 2, 9, 30, 19, 6, 28, 11, 21, 12, 23, 7, 20, 4, 18, 24, 1}",4.690323,0.022851,0.094857
"{1, 17, 16, 23, 19, 4, 29, 21, 26, 3, 20, 24, 10, 13, 14, 9, 18, 27, 22, 6, 12, 5, 8, 25, 15, 2, 30, 7, 28, 11, 1}",4.593830,"{1, 17, 19, 4, 13, 14, 9, 18, 27, 22, 6, 12, 23, 16, 5, 8, 25, 15, 2, 30, 7, 28, 11, 3, 20, 24, 26, 29, 21, 10, 1}",5.151610,0.121419,0.095265
"{1, 17, 13, 3, 19, 26, 23, 21, 2, 9, 16, 27, 8, 29, 30, 7, 25, 24, 10, 20, 12, 4, 22, 18, 28, 15, 14, 5, 11, 6, 1}",4.896329,"{1, 6, 11, 5, 14, 15, 4, 12, 3, 13, 19, 17, 26, 23, 21, 2, 9, 16, 27, 8, 29, 30, 7, 25, 24, 10, 20, 22, 18, 28, 1}",5.104208,0.042456,0.094814
"{1, 8, 13, 26, 23, 7, 22, 29, 20, 21, 28, 10, 12, 19, 6, 9, 30, 11, 15, 5, 25, 16, 3, 2, 18, 27, 24, 4, 17, 14, 1}",4.863492,"{1, 14, 17, 4, 24, 27, 18, 2, 3, 16, 25, 5, 15, 11, 30, 9, 6, 19, 12, 10, 28, 21, 20, 29, 8, 13, 26, 23, 7, 22, 1}",5.116293,0.051979,0.094696
"{1, 15, 14, 20, 21, 27, 8, 5, 28, 6, 18, 23, 26, 3, 7, 30, 22, 10, 2, 9, 16, 24, 25, 12, 4, 13, 11, 19, 17, 29, 1}",4.663193,"{1, 29, 17, 19, 11, 13, 4, 10, 2, 9, 16, 12, 25, 24, 30, 22, 7, 3, 26, 23, 18, 6, 28, 5, 8, 27, 21, 14, 15, 20, 1}",4.880961,0.046699,0.093238
"{1, 22, 19, 25, 21, 3, 14, 29, 28, 16, 11, 17, 20, 5, 9, 26, 10, 6, 30, 15, 4, 18, 23, 12, 7, 24, 13, 8, 2, 27, 1}",4.431214,"{1, 22, 19, 25, 21, 3, 14, 29, 28, 24, 13, 8, 27, 2, 4, 18, 23, 12, 7, 16, 11, 17, 20, 5, 9, 26, 10, 6, 30, 15, 1}",4.990566,0.126230,0.093282
"{1, 18, 14, 16, 27, 21, 19, 24, 29, 6, 15, 22, 20, 17, 7, 30, 2, 5, 12, 25, 3, 9, 4, 23, 13, 8, 10, 11, 28, 26, 1}",4.483032,"{1, 26, 28, 10, 8, 13, 11, 23, 4, 9, 3, 25, 12, 5, 30, 7, 17, 20, 2, 22, 15, 6, 29, 24, 19, 21, 27, 16, 14, 18, 1}",4.639540,0.034911,0.093179
"{1, 18, 8, 25, 12, 20, 2, 4, 19, 21, 9, 3, 22, 30, 29, 14, 16, 11, 28, 6, 24, 27, 5, 26, 17, 10, 23, 7, 13, 15, 1}",4.528948,"{1, 15, 13, 7, 23, 10, 17, 26, 5, 27, 24, 6, 28, 11, 16, 14, 29, 30, 22, 3, 9, 21, 19, 4, 2, 20, 12, 25, 8, 18, 1}",4.528947,0.000000,0.093566
"{1, 29, 7, 5, 23, 25, 17, 8, 28, 4, 27, 21, 24, 18, 16, 9, 14, 13, 12, 11, 6, 15, 19, 26, 3, 20, 2, 30, 22, 10, 1}",4.404551,"{1, 29, 10, 22, 30, 2, 20, 3, 26, 19, 15, 6, 11, 12, 13, 14, 9, 16, 18, 24, 21, 27, 4, 28, 8, 17, 25, 23, 5, 7, 1}",4.433488,0.006570,0.093512
"{1, 25, 6, 20, 27, 4, 30, 10, 2, 5, 26, 29, 7, 16, 15, 28, 23, 21, 12, 22, 24, 8, 11, 18, 3, 9, 19, 17, 14, 13, 1}",4.330215,"{1, 25, 20, 6, 27, 4, 30, 10, 2, 22, 12, 21, 5, 15, 16, 26, 29, 7, 28, 23, 11, 18, 3, 8, 24, 14, 13, 17, 19, 9, 1}",4.537931,0.047969,0.092967
"{1, 26, 19, 22, 2, 21, 8, 9, 28, 12, 18, 29, 13, 30, 5, 15, 7, 20, 14, 10, 27, 25, 16, 3, 6, 11, 17, 23, 4, 24, 1}",4.563173,"{1, 26, 19, 22, 2, 21, 8, 9, 28, 12, 18, 29, 13, 30, 5, 15, 7, 20, 14, 27, 10, 25, 16, 3, 6, 11, 17, 23, 4, 24, 1}",4.577017,0.003034,0.092518
"{1, 2, 27, 13, 21, 6, 15, 23, 7, 5, 10, 26, 9, 8, 25, 12, 16, 20, 14, 17, 22, 19, 11, 28, 3, 29, 30, 18, 4, 24, 1}",4.383412,"{1, 24, 4, 18, 30, 29, 3, 28, 11, 19, 14, 17, 22, 20, 12, 16, 25, 8, 9, 23, 26, 10, 5, 7, 15, 6, 21, 13, 27, 2, 1}",4.417531,0.007783,0.094421
"{1, 23, 24, 9, 6, 17, 18, 19, 4, 16, 12, 20, 14, 5, 26, 28, 27, 15, 3, 11, 21, 8, 25, 10, 22, 29, 7, 13, 2, 30, 1}",4.710808,"{1, 23, 30, 24, 9, 6, 17, 18, 19, 5, 14, 20, 26, 28, 15, 27, 3, 11, 21, 8, 25, 10, 22, 29, 7, 13, 2, 4, 16, 12, 1}",5.087372,0.079936,0.093272
"{1, 18, 5, 15, 8, 12, 16, 17, 10, 2, 4, 26, 19, 6, 27, 23, 24, 14, 28, 25, 22, 30, 13, 20, 11, 9, 29, 3, 21, 7, 1}",4.364765,"{1, 7, 18, 21, 3, 29, 9, 11, 20, 13, 30, 22, 25, 28, 14, 24, 23, 27, 6, 19, 26, 4, 2, 10, 17, 12, 16, 8, 15, 5, 1}",4.447391,0.018930,0.094230
"{1, 30, 3, 17, 11, 7, 9, 6, 18, 20, 4, 23, 8, 21, 25, 29, 16, 12, 22, 13, 14, 26, 10, 27, 19, 24, 2, 5, 15, 28, 1}",4.098438,"{1, 30, 3, 17, 11, 7, 9, 6, 18, 20, 4, 23, 8, 21, 25, 29, 16, 12, 22, 13, 14, 26, 10, 27, 19, 24, 2, 5, 15, 28, 1}",4.098438,0.000000,0.095053
"{1, 12, 24, 25, 6, 8, 20, 3, 30, 10, 9, 13, 4, 11, 14, 15, 26, 19, 17, 22, 18, 7, 5, 16, 28, 27, 2, 23, 21, 29, 1}",4.170156,"{1, 29, 21, 23, 2, 27, 18, 17, 22, 7, 5, 16, 28, 14, 11, 4, 13, 9, 10, 30, 3, 20, 8, 6, 25, 24, 12, 26, 19, 15, 1}",4.363771,0.046429,0.094556
"{1, 14, 15, 16, 21, 27, 11, 26, 13, 7, 18, 4, 20, 25, 9, 8, 2, 30, 23, 17, 24, 5, 22, 3, 29, 28, 12, 19, 6, 10, 1}",4.343980,"{1, 10, 6, 19, 12, 28, 29, 3, 22, 5, 24, 17, 23, 30, 2, 9, 25, 8, 4, 20, 18, 7, 26, 11, 27, 21, 16, 15, 14, 13, 1}",4.641460,0.068481,0.093250
"{1, 13, 3, 30, 24, 17, 12, 5, 15, 4, 8, 10, 18, 23, 21, 20, 9, 26, 6, 19, 28, 16, 14, 11, 25, 27, 29, 2, 7, 22, 1}",4.615028,"{1, 22, 7, 2, 29, 27, 25, 11, 14, 16, 28, 19, 6, 26, 9, 20, 21, 23, 18, 10, 8, 4, 15, 12, 5, 13, 3, 30, 24, 17, 1}",4.847239,0.050316,0.093338
"{1, 12, 11, 29, 27, 7, 25, 19, 28, 15, 4, 26, 3, 23, 2, 18, 16, 14, 21, 10, 6, 9, 20, 30, 8, 13, 5, 22, 17, 24, 1}",4.409415,"{1, 12, 11, 29, 23, 2, 18, 16, 14, 21, 3, 26, 27, 4, 15, 28, 19, 7, 25, 17, 24, 22, 5, 13, 8, 30, 20, 9, 6, 10, 1}",5.359284,0.215418,0.095214
"{1, 9, 21, 5, 12, 3, 4, 24, 23, 13, 6, 14, 25, 22, 2, 28, 26, 27, 11, 8, 7, 19, 30, 15, 16, 17, 20, 18, 10, 29, 1}",4.700106,"{1, 29, 18, 10, 26, 11, 27, 20, 17, 16, 15, 30, 7, 19, 8, 2, 28, 9, 21, 5, 12, 3, 4, 24, 23, 13, 6, 14, 25, 22, 1}",5.094526,0.083917,0.094018
"{1, 14, 10, 5, 13, 30, 4, 19, 18, 6, 17, 2, 9, 27, 22, 11, 23, 15, 16, 21, 3, 8, 25, 12, 26, 28, 29, 24, 7, 20, 1}",4.828861,"{1, 20, 29, 24, 7, 28, 26, 12, 25, 8, 3, 21, 16, 15, 11, 23, 14, 10, 5, 13, 30, 4, 19, 18, 6, 17, 2, 9, 27, 22, 1}",5.236326,0.084381,0.094224
"{1, 15, 23, 3, 12, 21, 22, 4, 9, 26, 16, 14, 8, 20, 24, 5, 10, 13, 25, 7, 2, 11, 17, 29, 6, 19, 30, 27, 18, 28, 1}",4.779682,"{1, 15, 27, 30, 19, 6, 29, 17, 11, 2, 7, 18, 28, 13, 25, 10, 5, 24, 20, 8, 14, 16, 26, 9, 4, 22, 21, 12, 3, 23, 1}",4.947320,0.035073,0.094052
"{1, 29, 9, 10, 6, 15, 13, 5, 27, 17, 16, 7, 18, 23, 12, 4, 19, 21, 14, 28, 8, 11, 3, 22, 24, 25, 30, 26, 2, 20, 1}",4.264935,"{1, 29, 9, 10, 6, 15, 13, 5, 27, 17, 16, 7, 18, 23, 12, 4, 19, 21, 3, 11, 8, 28, 14, 22, 24, 25, 30, 20, 2, 26, 1}",4.502977,0.055814,0.095213
"{1, 12, 2, 23, 25, 14, 26, 3, 9, 28, 16, 24, 10, 27, 17, 18, 4, 29, 8, 6, 21, 7, 20, 5, 19, 11, 13, 22, 30, 15, 1}",4.513339,"{1, 12, 2, 23, 25, 26, 3, 14, 9, 28, 24, 16, 10, 27, 17, 18, 4, 29, 8, 6, 21, 7, 5, 20, 19, 11, 13, 22, 30, 15, 1}",4.538944,0.005673,0.094637
"{1, 14, 17, 2, 4, 18, 12, 30, 25, 28, 23, 8, 16, 5, 15, 27, 24, 13, 19, 10, 9, 6, 22, 29, 3, 26, 20, 7, 21, 11, 1}",4.744137,"{1, 14, 17, 2, 4, 18, 12, 30, 25, 28, 23, 16, 5, 15, 27, 24, 13, 19, 10, 6, 9, 8, 22, 29, 3, 26, 20, 7, 21, 11, 1}",4.818351,0.015643,0.095616
"{1, 27, 17, 24, 18, 26, 22, 19, 21, 8, 9, 15, 16, 20, 13, 23, 30, 11, 12, 10, 4, 2, 28, 6, 25, 14, 5, 7, 29, 3, 1}",4.372247,"{1, 27, 17, 24, 18, 22, 19, 21, 8, 15, 16, 9, 20, 13, 23, 30, 11, 12, 4, 2, 28, 6, 25, 14, 10, 26, 5, 7, 29, 3, 1}",4.467218,0.021721,0.095342
"{1, 26, 21, 25, 5, 6, 11, 12, 2, 4, 8, 3, 29, 18, 7, 23, 16, 19, 15, 30, 22, 28, 20, 24, 10, 27, 9, 13, 17, 14, 1}",4.049097,"{1, 26, 21, 25, 5, 6, 11, 12, 2, 4, 8, 3, 29, 18, 7, 23, 16, 19, 15, 30, 22, 28, 20, 24, 10, 27, 17, 14, 13, 9, 1}",4.108157,0.014586,0.093546
"{1, 23, 8, 6, 28, 29, 10, 24, 25, 12, 3, 4, 21, 26, 19, 13, 2, 15, 7, 30, 14, 18, 9, 16, 17, 5, 27, 20, 22, 11, 1}",4.894577,"{1, 11, 22, 20, 27, 5, 17, 16, 9, 18, 14, 30, 7, 15, 2, 13, 19, 26, 21, 4, 3, 12, 25, 24, 10, 29, 23, 28, 8, 6, 1}",4.961341,0.013640,0.093914
"{1, 11, 22, 2, 4, 13, 6, 25, 19, 17, 14, 24, 10, 3, 28, 16, 29, 18, 27, 12, 30, 5, 8, 23, 26, 20, 15, 9, 21, 7, 1}",4.643411,"{1, 7, 21, 9, 20, 15, 26, 23, 8, 5, 30, 12, 27, 18, 29, 16, 28, 3, 10, 24, 14, 17, 19, 25, 13, 6, 2, 4, 22, 11, 1}",4.738120,0.020397,0.094506
"{1, 10, 30, 24, 6, 3, 12, 19, 21, 16, 27, 17, 23, 13, 5, 4, 7, 29, 22, 9, 8, 2, 14, 28, 25, 18, 15, 11, 20, 26, 1}",4.649524,"{1, 26, 20, 11, 28, 25, 15, 18, 2, 14, 8, 9, 22, 29, 23, 7, 4, 5, 13, 17, 27, 16, 21, 19, 12, 3, 6, 24, 30, 10, 1}",4.668869,0.004161,0.094592
"{1, 28, 24, 2, 15, 8, 9, 23, 5, 25, 3, 30, 17, 12, 20, 18, 21, 19, 10, 29, 6, 11, 7, 27, 14, 22, 4, 13, 26, 16, 1}",4.322694,"{1, 16, 26, 13, 4, 22, 14, 27, 7, 11, 6, 29, 10, 19, 21, 18, 20, 12, 17, 30, 3, 25, 5, 23, 9, 8, 15, 2, 24, 28, 1}",4.322695,0.000000,0.094054
"{1, 3, 7, 30, 24, 15, 12, 29, 20, 16, 19, 23, 22, 17, 13, 5, 9, 18, 21, 4, 2, 25, 27, 14, 26, 10, 11, 28, 8, 6, 1}",4.568986,"{1, 6, 28, 11, 8, 10, 26, 14, 27, 25, 9, 2, 4, 18, 21, 22, 17, 23, 19, 16, 20, 29, 12, 15, 24, 30, 3, 7, 5, 13, 1}",4.934741,0.080052,0.094643
"{1, 3, 24, 28, 6, 7, 19, 8, 20, 12, 26, 30, 15, 13, 16, 21, 4, 18, 14, 11, 9, 5, 17, 23, 25, 2, 29, 27, 10, 22, 1}",4.585033,"{1, 3, 24, 28, 6, 19, 7, 8, 20, 12, 26, 30, 15, 13, 16, 21, 4, 18, 14, 11, 9, 5, 17, 23, 25, 2, 29, 27, 10, 22, 1}",4.580809,-0.000921,0.094450
"{1, 9, 26, 23, 13, 14, 19, 21, 11, 2, 18, 17, 30, 28, 24, 20, 8, 22, 3, 4, 29, 27, 10, 7, 25, 15, 6, 12, 16, 5, 1}",4.487437,"{1, 5, 16, 12, 6, 15, 25, 7, 10, 27, 22, 29, 3, 4, 8, 20, 24, 28, 30, 17, 18, 2, 11, 21, 19, 14, 13, 23, 26, 9, 1}",4.490454,0.000672,0.095681
"{1, 11, 12, 24, 10, 23, 25, 29, 14, 28, 15, 22, 2, 19, 20, 3, 30, 27, 21, 5, 9, 6, 13, 26, 16, 18, 17, 7, 4, 8, 1}",4.805268,"{1, 11, 25, 23, 10, 24, 12, 8, 4, 7, 17, 18, 16, 26, 5, 9, 6, 13, 30, 3, 20, 19, 2, 27, 21, 14, 29, 28, 15, 22, 1}",5.018232,0.044319,0.095062
"{1, 29, 11, 10, 27, 19, 14, 15, 16, 8, 6, 9, 18, 24, 12, 21, 2, 7, 30, 26, 3, 4, 23, 22, 28, 5, 13, 17, 25, 20, 1}",4.975265,"{1, 27, 19, 14, 26, 3, 25, 20, 17, 13, 5, 28, 22, 23, 4, 30, 7, 2, 21, 12, 24, 18, 9, 6, 8, 16, 15, 10, 11, 29, 1}",5.107358,0.026550,0.094810
"{1, 17, 10, 25, 12, 26, 16, 27, 5, 22, 15, 20, 9, 4, 30, 29, 18, 11, 21, 19, 14, 7, 28, 2, 13, 23, 3, 6, 24, 8, 1}",4.766183,"{1, 17, 8, 24, 6, 3, 23, 13, 2, 28, 7, 14, 19, 21, 11, 18, 29, 30, 4, 9, 20, 22, 15, 5, 27, 16, 26, 12, 25, 10, 1}",4.868658,0.021500,0.095176
"{1, 27, 13, 2, 29, 28, 4, 10, 26, 25, 20, 22, 30, 19, 24, 8, 11, 6, 17, 14, 23, 5, 15, 16, 21, 9, 7, 12, 18, 3, 1}",4.549458,"{1, 9, 21, 16, 5, 15, 23, 14, 17, 6, 11, 8, 24, 19, 30, 22, 20, 25, 26, 4, 10, 28, 29, 2, 13, 27, 3, 18, 12, 7, 1}",4.716790,0.036781,0.095301
"{1, 7, 10, 14, 6, 21, 15, 12, 26, 16, 22, 24, 3, 25, 17, 5, 30, 9, 19, 20, 28, 2, 11, 4, 18, 29, 27, 23, 8, 13, 1}",4.698716,"{1, 13, 8, 23, 27, 29, 18, 11, 2, 28, 20, 4, 19, 9, 30, 5, 17, 25, 24, 3, 22, 16, 26, 12, 15, 21, 6, 14, 10, 7, 1}",4.793972,0.020273,0.094502
"{1, 14, 27, 4, 30, 7, 21, 22, 18, 3, 16, 8, 5, 26, 15, 25, 10, 29, 9, 6, 12, 17, 2, 11, 28, 13, 24, 23, 19, 20, 1}",4.776216,"{1, 20, 14, 27, 4, 23, 19, 24, 13, 28, 11, 2, 17, 12, 6, 9, 29, 10, 25, 15, 26, 5, 8, 16, 3, 18, 22, 21, 30, 7, 1}",5.057350,0.058861,0.094188
"{1, 6, 7, 9, 30, 17, 26, 4, 27, 20, 12, 16, 18, 10, 22, 13, 24, 11, 25, 15, 21, 5, 2, 8, 14, 28, 29, 3, 23, 19, 1}",4.577916,"{1, 6, 7, 9, 30, 19, 17, 26, 4, 27, 20, 12, 16, 18, 10, 22, 13, 24, 11, 25, 15, 21, 5, 2, 8, 14, 28, 29, 3, 23, 1}",4.598169,0.004424,0.094838
"{1, 13, 11, 24, 19, 15, 10, 26, 12, 3, 18, 16, 29, 25, 17, 27, 5, 30, 20, 6, 21, 2, 8, 28, 9, 4, 22, 7, 23, 14, 1}",3.789667,"{1, 13, 11, 24, 19, 15, 10, 26, 12, 14, 23, 7, 22, 4, 28, 9, 8, 2, 21, 6, 20, 5, 30, 27, 17, 25, 29, 16, 18, 3, 1}",4.035556,0.064884,0.095166
"{1, 16, 5, 8, 2, 9, 30, 13, 29, 4, 3, 11, 14, 15, 24, 19, 10, 21, 22, 7, 12, 6, 25, 17, 27, 20, 18, 23, 26, 28, 1}",4.418046,"{1, 28, 26, 16, 5, 8, 2, 30, 13, 29, 4, 3, 9, 11, 14, 15, 24, 19, 10, 21, 22, 6, 12, 7, 17, 25, 20, 18, 23, 27, 1}",4.635182,0.049147,0.095314
"{1, 29, 23, 26, 14, 8, 10, 19, 22, 28, 18, 7, 30, 9, 6, 21, 12, 24, 4, 2, 13, 15, 27, 20, 5, 17, 11, 25, 16, 3, 1}",4.512889,"{1, 29, 23, 26, 14, 8, 10, 19, 22, 28, 18, 7, 30, 9, 6, 21, 12, 24, 4, 2, 13, 15, 27, 5, 20, 17, 11, 3, 16, 25, 1}",4.588993,0.016864,0.095171
"{1, 14, 10, 26, 8, 4, 19, 3, 15, 27, 25, 11, 24, 20, 21, 22, 23, 5, 30, 29, 9, 17, 2, 18, 16, 12, 28, 7, 6, 13, 1}",3.892546,"{1, 14, 10, 26, 8, 4, 19, 3, 15, 25, 11, 27, 24, 20, 21, 22, 28, 12, 29, 23, 5, 30, 9, 16, 18, 17, 2, 13, 6, 7, 1}",4.021281,0.033072,0.095299
"{1, 11, 25, 23, 27, 12, 20, 28, 21, 13, 22, 10, 26, 16, 14, 6, 7, 8, 17, 30, 29, 2, 9, 15, 5, 24, 4, 3, 18, 19, 1}",4.646485,"{1, 19, 18, 3, 4, 24, 5, 15, 29, 2, 9, 13, 22, 30, 8, 17, 7, 6, 14, 16, 26, 10, 21, 28, 20, 12, 25, 11, 23, 27, 1}",5.125749,0.103145,0.095202
"{1, 6, 4, 22, 2, 18, 23, 8, 11, 13, 16, 17, 10, 26, 15, 3, 29, 20, 19, 30, 7, 5, 27, 25, 28, 24, 14, 12, 21, 9, 1}",4.140658,"{1, 6, 4, 22, 9, 21, 12, 14, 24, 28, 25, 27, 5, 7, 30, 19, 20, 29, 15, 3, 26, 10, 17, 16, 13, 11, 8, 23, 18, 2, 1}",4.306759,0.040115,0.095196
"{1, 25, 24, 9, 22, 15, 27, 28, 26, 23, 18, 8, 16, 17, 2, 7, 20, 4, 10, 12, 11, 30, 14, 5, 13, 19, 3, 29, 6, 21, 1}",4.771957,"{1, 25, 24, 9, 22, 15, 27, 28, 26, 23, 18, 8, 16, 17, 2, 7, 20, 4, 10, 12, 11, 3, 29, 6, 21, 30, 14, 13, 5, 19, 1}",5.006227,0.049093,0.095527
"{1, 18, 12, 6, 16, 28, 21, 25, 8, 5, 15, 3, 26, 10, 24, 9, 22, 4, 29, 14, 13, 27, 23, 7, 19, 11, 30, 2, 20, 17, 1}",4.477314,"{1, 17, 20, 2, 30, 11, 19, 7, 23, 27, 13, 14, 29, 4, 22, 9, 24, 10, 26, 3, 15, 8, 25, 21, 5, 28, 16, 6, 12, 18, 1}",4.498922,0.004826,0.094622
"{1, 13, 20, 19, 18, 22, 28, 10, 8, 24, 29, 17, 6, 4, 7, 12, 14, 5, 11, 25, 27, 3, 16, 15, 30, 26, 9, 21, 2, 23, 1}",4.627813,"{1, 23, 2, 21, 9, 26, 30, 15, 16, 3, 27, 25, 11, 5, 14, 7, 4, 6, 17, 12, 24, 8, 29, 18, 22, 28, 10, 19, 20, 13, 1}",4.734010,0.022948,0.093638
"{1, 18, 3, 22, 29, 28, 17, 13, 10, 27, 19, 14, 2, 24, 21, 26, 11, 25, 23, 7, 30, 8, 15, 6, 12, 4, 9, 16, 5, 20, 1}",4.140234,"{1, 18, 3, 29, 28, 17, 13, 10, 22, 20, 5, 16, 9, 4, 12, 6, 15, 8, 30, 7, 25, 23, 26, 11, 21, 24, 2, 14, 19, 27, 1}",4.387933,0.059827,0.094217
"{1, 9, 8, 10, 28, 22, 13, 7, 30, 20, 5, 26, 4, 11, 23, 6, 19, 15, 12, 2, 29, 17, 27, 21, 3, 25, 16, 14, 18, 24, 1}",4.246777,"{1, 24, 18, 16, 25, 3, 21, 27, 14, 29, 17, 2, 12, 15, 19, 6, 23, 11, 4, 28, 22, 10, 9, 8, 13, 7, 30, 20, 26, 5, 1}",5.001990,0.177832,0.092932
"{1, 20, 30, 23, 18, 17, 15, 22, 19, 29, 11, 16, 12, 25, 24, 14, 7, 13, 27, 5, 8, 3, 28, 2, 4, 9, 10, 26, 21, 6, 1}",4.597761,"{1, 6, 20, 30, 17, 18, 23, 15, 19, 29, 11, 16, 22, 5, 8, 3, 28, 2, 4, 9, 10, 7, 24, 14, 25, 12, 27, 13, 26, 21, 1}",4.971292,0.081242,0.093967
"{1, 6, 25, 12, 26, 8, 17, 5, 23, 20, 24, 16, 9, 7, 21, 4, 10, 30, 11, 22, 29, 2, 18, 3, 28, 14, 19, 27, 13, 15, 1}",4.508359,"{1, 15, 13, 27, 19, 14, 28, 3, 18, 2, 29, 22, 11, 30, 10, 4, 21, 7, 9, 16, 24, 20, 23, 5, 17, 8, 12, 26, 25, 6, 1}",4.507586,-0.000172,0.094398
"{1, 28, 11, 16, 10, 25, 6, 8, 5, 23, 22, 12, 18, 29, 20, 9, 21, 15, 14, 24, 26, 7, 4, 17, 27, 19, 30, 3, 13, 2, 1}",4.667375,"{1, 2, 13, 3, 27, 17, 4, 7, 26, 24, 14, 15, 21, 5, 23, 20, 9, 29, 18, 12, 22, 25, 6, 8, 19, 30, 16, 10, 28, 11, 1}",4.709311,0.008985,0.094606
"{1, 6, 24, 10, 16, 8, 9, 7, 22, 18, 13, 19, 3, 5, 12, 17, 29, 2, 25, 30, 21, 20, 23, 28, 15, 4, 26, 27, 11, 14, 1}",4.624814,"{1, 14, 11, 27, 26, 15, 4, 28, 23, 20, 21, 30, 25, 2, 29, 17, 12, 5, 16, 3, 19, 13, 18, 8, 9, 7, 22, 6, 24, 10, 1}",4.743442,0.025650,0.094787
"{1, 26, 14, 15, 4, 12, 7, 29, 13, 18, 11, 6, 2, 27, 25, 8, 22, 3, 17, 9, 21, 23, 5, 10, 16, 28, 30, 20, 19, 24, 1}",4.435631,"{1, 26, 14, 15, 4, 12, 7, 29, 13, 18, 11, 17, 3, 9, 21, 23, 24, 19, 20, 30, 28, 16, 5, 10, 22, 8, 25, 27, 2, 6, 1}",4.932464,0.112010,0.094239
